name,price,ram_gb,ssd_gb,screen_size_inch,processor_brand
MSI GF63 Thin 11UC-867IN Laptop (Co...,59789,8,512,15.6,Intel
HP 14s-fq0568AU (6C4A9PA) Laptop (A...,28500,8,256,14.0,AMD
HP 14s-dy5005TU Laptop (Core i5 12t...,62990,16,512,14.0,Intel
Lenovo Ideapad Slim 3i (82RK0085IN)...,52750,16,512,15.6,Intel
HP 247 G8 (6B5R3PA) Laptop (AMD Qua...,30990,8,512,14.0,AMD
HP Pavilion x360 14-ek0086TU (6Q0Z5...,69500,8,512,14.0,Intel
Dell Vostro 3420 (D552299WIN9BE) La...,52938,8,256,14.0,Intel
Dell Alienware X14 R1 (D569938WIN9)...,197635,16,512,14.0,Intel
HP Pavilion 14-dv2054TU (6K9C7PA) L...,70990,16,512,14.0,Intel
Dell Alienware X14 R1 (D569937WIN9)...,182341,16,512,14.0,Intel
Infinix INBook X1 Neo XL22 Laptop (...,19999,4,128,14.0,Intel
HP Victus 15-fa0070TX (6Z2P5PA) Lap...,57999,8,512,15.6,Intel
HP Victus 15-fa0073TX (6Z2P3PA) Lap...,81999,8,512,15.6,Intel
Asus VivoBook 14 X415JA-EB531WS Lap...,49490,16,512,14.0,Intel
Asus ROG Zephyrus G14 GA402RK-L8147...,121990,32,0,14.0,AMD
MSI Katana GF66 12UC-632IN Laptop (...,73999,8,512,15.6,Intel
HP 15s-FR2511TU (6N049PA) Laptop (C...,34400,8,512,15.6,Intel
Asus VivoBook Flip 14 TP470EA-EC511...,54990,8,512,14.0,Intel
Lenovo Ideapad Gaming 3 15IHU6 (82K...,68990,8,512,15.6,Intel
HP 15s-fq5111TU (6P129PA) Laptop (C...,47690,8,512,15.6,Intel
HP 15s-eq1559AU (6P9A3PA) Laptop (A...,29990,8,512,15.6,AMD
Lenovo V15 (82KDA01BIH) Laptop (AMD...,28900,8,512,15.6,AMD
Dell G15-5525 (D560818WIN9B) Laptop...,67790,16,512,15.6,AMD
Dell G15-5525 (D560819WIN9B) Laptop...,73800,16,512,15.6,AMD
Lenovo Legion 5 Pro Gen 7 (82RG00EK...,172791,32,0,16.0,AMD
Asus TUF Gaming F15 FX506LHB-HN355W...,46490,8,512,15.6,Intel
MSI Sword 15 A12UD-471IN Laptop (Co...,75990,16,512,15.6,Intel
MSI GP66 Leopard 11UG-693IN Laptop ...,116999,16,0,15.6,Intel
MSI Katana GF66 11UE-861IN Laptop (...,79990,16,512,15.6,Intel
MSI Katana GF66 12UD-472IN Laptop (...,85990,16,512,15.6,Intel
Lenovo V14 Gen 2 (82KAA057IH) Lapto...,31980,8,256,14.0,Intel
Asus EeeBook 12 E210MA-GJ012W Lapto...,11990,4,0,11.6,Intel
Asus VivoBook 15 X515JA-BQ501W Lapt...,57990,8,0,15.6,Intel
Lenovo Ideapad Slim 3i 15ITL6 (82H8...,35900,8,512,15.6,Intel
HP Envy 13 x360 Intel Evo 13-bf0059...,115500,16,512,13.3,Intel
HP Envy x360 Intel Evo 13-bf0063TU ...,132871,16,0,13.3,Intel
HP Pavilion x360 14-ek0072TU (6Q0Y7...,75550,16,512,14.0,Intel
HP Envy x360 Intel Evo 13-bf0058TU ...,78000,16,512,13.3,Intel
Lenovo Ideapad Gaming 3i (82K1019BI...,65990,16,512,15.6,Intel
HP Victus 16-e1060AX (6H5W0PA) Lapt...,82990,16,512,16.1,AMD
Asus Chromebook Flip C214MA-BU0704 ...,17990,4,0,11.6,Intel
Dell Inspiron 15 3511 (D560841WIN9S...,61202,8,0,15.6,Intel
Dell Inspiron 15 3511 (D560783WIN9B...,42999,8,512,15.6,Intel
Lenovo Ideapad Gaming 3 15IHU6 (82K...,49990,8,512,15.6,Intel
Acer Aspire 3 A315-23 (UN.HVTSI.013...,26999,8,256,15.6,AMD
Asus TUF Gaming A17 FA706IC-HX036W ...,81990,8,512,17.3,AMD
HP 15s-er1501AU (6Q0N8PA) Laptop (A...,35990,8,256,15.6,AMD
Dell Vostro 3400 (D552221WIN9BE) La...,42690,4,0,14.0,Intel
Lenovo Ideapad Slim 3i 15ITL6 (82H8...,37399,8,512,15.6,Intel
HP Victus 15-fa0353TX (6N030PA) Lap...,81690,16,512,15.6,Intel
HP Victus 15-fa0165TX (6N027PA) Lap...,55999,8,512,15.6,Intel
HP Victus 15-fb0051AX (6F9T9PA) Lap...,63900,8,512,15.6,AMD
HP Victus 15-fa0354TX (6N031PA) Lap...,74890,16,512,15.6,Intel
HP Victus 15-fb0040AX (6F9T7PA) Lap...,60500,8,512,15.6,AMD
Lenovo Ideapad Gaming 3 (82K101B7IN...,70490,16,0,15.6,Intel
HP Victus 15-fb0053AX (6F9U1PA) Lap...,71999,16,512,15.6,AMD
HP 250 G8 (6G9R1PA) Laptop (Core i3...,31990,8,512,15.6,Intel
HP Victus 15-fb0052AX (6F9U0PA) Lap...,69890,8,512,15.6,AMD
Asus ROG Zephyrus G14 GA402RJZ-L413...,131990,16,0,14.0,AMD
Asus ROG Zephyrus G14 GA402RJ-L8181...,121999,16,0,14.0,AMD
Asus ROG Strix G17 G713RS-LL023WS L...,210990,16,0,17.3,AMD
Asus VivoBook 15 X515EA-EJ332WS Lap...,33999,8,0,15.6,Intel
Dell Inspiron 15 3511 (D560724WIN9S...,45290,8,512,15.6,Intel
Dell Inspiron 15 3511 (D560816WIN9S...,48500,16,512,15.6,Intel
HP 15s-fq2671TU (6N044PA) Laptop (C...,35750,8,512,15.6,Intel
Dell Inspiron 15 3511 (D560745WIN9B...,64226,8,512,15.6,Intel
Dell Inspiron 15 3525 (D560764WIN9S...,40500,8,512,15.6,AMD
Dell Vostro 3400 (D552260WIN9D) Lap...,48999,8,512,14.0,Intel
Lenovo V15 (82KBA03TIH) Laptop (Cor...,40961,8,0,15.6,Intel
Dell XPS 13 9320 (D560074WIN9S) Lap...,163660,16,512,13.4,Intel
HP 15s-eq1560AU (6Q0M8PA) Laptop (A...,35999,8,512,15.6,AMD
HP 14s-fy1003AU (6K7V7PA) Laptop (A...,41999,16,512,14.0,AMD
HP 14s-fy1005AU (6Y6R8PA) Laptop (A...,52999,16,512,14.0,AMD
Asus Vivobook S15 OLED Intel Evo S3...,77990,16,512,15.6,Intel
Dell Inspiron 15 3525 (D560782WIN9S...,66190,8,512,15.6,AMD
Asus ROG Strix G15 G513IE-HN040WS L...,71990,16,0,15.6,AMD
Asus TUF Gaming F17 FX777ZE-HX052WS...,98999,16,0,17.3,Intel
Asus VivoBook 15 X512DA-BQ302WS Lap...,33990,8,256,15.6,AMD
Lenovo Ideapad Gaming 3 Gen 6 (82K2...,105783,16,512,15.6,AMD
Lenovo Legion Slim 7i Gen 7 (82TF00...,125900,16,0,16.0,Intel
Lenovo Legion 5 Pro Gen 7 (82RG009A...,156999,16,0,16.0,AMD
Asus TUF Gaming A15 FA577RE-HN055WS...,109990,16,512,15.6,AMD
Asus TUF Gaming F15 FX506HC-HN089WS...,57990,8,512,15.6,Intel
Asus VivoBook 15 X515EA-BR391WS Lap...,28990,8,0,15.6,Intel
Lenovo V15 (82KBA01HIH) Laptop (Cor...,30970,8,256,15.6,Intel
Asus VivoBook 14 X1402ZA-EB311WS La...,62990,8,512,14.0,Intel
Asus Zenbook Flip 14 OLED UP5401ZA-...,123518,16,512,14.0,Intel
Acer Extensa EX215-31 (NX.EFTSI.005...,23999,4,0,15.6,Intel
Asus ROG Flow Z13 GZ301ZC-LD123WS L...,109990,16,512,13.4,Intel
Asus ROG Flow Z13 GZ301ZE-LC193WS L...,304980,16,0,13.4,Intel
Asus TUF Dash F15 FX517ZR-HQ030WS L...,103817,16,0,15.6,Intel
Asus ROG Flow Z13 GZ301ZA-LD049WS L...,99990,16,512,13.4,Intel
Asus ROG Flow Z13 GZ301ZE-LD064WS L...,179990,16,0,13.4,Intel
MSI Prestige 16 Intel Evo A13M-266I...,149216,16,0,16.0,Intel
MSI Prestige 14 Intel Evo B13M-279I...,109990,16,0,14.0,Intel
Infinix INBook X1 Slim XL21 Laptop ...,28999,8,256,14.0,Intel
Infinix INBook X1 Slim XL21 Laptop ...,57999,16,512,14.0,Intel
Infinix INBook X1 Neo XL22 Laptop (...,22999,4,128,14.0,Intel
Infinix INBook X1 Slim XL21 Laptop ...,34490,8,512,14.0,Intel
Apple MacBook Pro M2 MNEH3HN/A Ultr...,121990,8,256,13.3,Apple
Dell Inspiron 15 3525 (D560760WIN9B...,40499,8,512,15.6,AMD
Asus Vivobook 16X M1603QA-MB711WS L...,54490,16,512,16.0,AMD
Asus VivoBook 15 X515JA-BQ302W Lapt...,43990,8,0,15.6,Intel
Asus ROG Strix G15 G513QY-HQ032WS L...,123000,16,0,15.6,AMD
Asus Vivobook 16X M1603QA-MB511WS L...,51300,16,512,16.0,AMD
