name,price,ram_gb,ssd_gb,screen_size_inch,processor_brand
Samsung Galaxy Book 4 Pro NP960XGK-...,181990,32,0,16.0,Intel
Samsung Galaxy Book 4 Pro NP960XGK-...,144990,16,512,16.0,Intel
Samsung Galaxy Book 4 360 NP750QGK-...,138990,16,0,15.6,Intel
Samsung Galaxy Book 4 Pro NP960XGK-...,141990,16,512,16.0,Intel
Samsung Galaxy Book 4 Pro 360 NP960...,150699,16,512,16.0,Intel
Asus ROG Strix Scar 16 G634JZR-CM93...,279990,32,0,16.0,Intel
Asus ROG Strix Scar 16 G634JYR-RA00...,329990,32,0,16.0,Intel
HP 14s-dq5138tu (9D3M7PA) Laptop (C...,40000,8,512,14.0,Intel
MSI Thin 15 B12UCX-1695IN Laptop (C...,51999,16,512,15.6,Intel
HP 15s-fq5190tu (7W476PA) Laptop (C...,64990,16,512,15.6,Intel
HP Omen 16-wf0179TX (9Q9M6PA) Lapto...,101990,16,512,16.1,Intel
HP 15-fd0221TU (9D3N1PA) Laptop (Co...,53990,16,512,15.6,Intel
HP Pavilion 15-eh1047AU (9E5B9PA) L...,52850,16,0,15.6,AMD
Infinix INBook Y4 Max YL613 Laptop ...,32990,16,512,16.0,Intel
Infinix INBook Y4 Max YL613 Laptop ...,38990,16,512,16.0,Intel
Lenovo Ideapad Slim 5 16IMH9 (83DC0...,71990,16,0,16.0,Intel
HP Omen 16-wf1026TX (9Q9T0PA) Lapto...,148990,16,0,16.1,Intel
Lenovo LOQ 15IRX9 (83DV007JIN) Lapt...,78190,16,512,15.6,Intel
Lenovo LOQ 15IRX9 (83DV007HIN) Lapt...,93190,16,512,15.6,Intel
HP Omen 16-wf1025TX (9Q9M9PA) Lapto...,136999,16,0,16.1,Intel
HP Spectre x360 14-eu0556TU (9T8K6P...,159990,32,0,14.0,Intel
HP Spectre x360 14-eu0666TU (9D0K7P...,168990,32,0,14.0,Intel
Asus Vivobook S 14 Flip TN3402QA-LZ...,47990,8,512,14.0,AMD
Lenovo Ideapad 3 15IAU7 (82RK00WXIN...,33490,8,256,15.6,Intel
Lenovo LOQ 15IAX9I (83FQ0009IN) Lap...,53490,8,512,15.6,Intel
Lenovo LOQ 15IRX9 (83DV007FIN) Lapt...,172090,16,0,15.6,Intel
HP 15s-fr5010TU (8Q3X5PA) Laptop (C...,46470,8,512,15.6,Intel
Lenovo Ideapad Slim 1 15AMN7 (82VG0...,28490,8,512,15.6,AMD
Lenovo Ideapad Slim 3i 15IAH8 (83ER...,51400,16,512,15.6,Intel
Lenovo LOQ (82XV00F4IN) Laptop (Cor...,69990,16,512,15.6,Intel
HP 15s- fr5011TU (8Q3X6PA) Laptop (...,50990,16,512,15.6,Intel
Infinix Inbook Y2 Plus XL29 Laptop ...,24999,8,512,15.6,Intel
Lenovo ThinkBook 15 G4 (21DJA0FGIH)...,39990,16,512,15.6,Intel
Lenovo ThinkBook 14 G6 (21KG00AFIN)...,42100,8,512,14.0,Intel
Gigabyte G5 MF-G2IN313SH Laptop (Co...,148500,16,512,15.6,Intel
HP Victus 15-fb0136AX (87B82PA) Lap...,57500,16,512,15.6,AMD
Asus VivoBook S14 Flip TN3402QA-LZ7...,73990,16,0,14.0,AMD
Asus Chromebook Plus CX3402CBA-PQ01...,29990,8,0,14.0,Intel
HP 15S-EQ2084AU (91R01PA) Laptop (A...,59485,16,512,15.6,AMD
Asus VivoBook 14 X1400EA-EK543WS La...,43990,16,512,14.0,Intel
Lenovo Ideapad Slim 3 15ITL6 (82H80...,47000,8,512,15.6,Intel
Lenovo Ideapad Slim 1 15ALC7 (82R40...,42000,16,512,15.6,AMD
Lenovo Ideapad Slim 3 15ITL6 (82H80...,40990,16,512,15.6,Intel
Lenovo Ideapad Slim 3 15IRH8 (83EM0...,59900,16,512,15.6,Intel
Lenovo IdeaPad Slim 3 15IAH8 (83ER0...,51150,16,512,15.6,Intel
HP Victus 16-s0089AX (8L7Y4PA) Lapt...,78990,16,0,16.1,AMD
Lenovo Ideapad Gaming 3 15IAH7 (82S...,68849,16,512,15.6,Intel
Lenovo Ideapad Slim 5i 14IRL8 (82XD...,71990,16,0,14.0,Intel
Lenovo Ideapad Slim 5i 16IRL8 (82XF...,80490,16,0,16.0,Intel
Lenovo Ideapad Slim 5i 14IAH8 (83BF...,0,16,0,14.0,Intel
Asus ROG Strix G15 G513RC-HN061W La...,78999,16,512,15.6,AMD
Asus VivoBook 15 X1504ZA-NJ541WS La...,55990,16,512,15.6,Intel
Asus VivoBook 15 X1504ZA-NJ322WS La...,30980,8,512,15.6,Intel
Lenovo Ideapad Slim 1i 15IGL7 (82V7...,25490,8,256,15.6,Intel
Lenovo Ideapad Slim 3 15IAU7 (82RK0...,33700,8,256,15.6,Intel
HP Victus 15-fa1124TX (8U1H3PA) Lap...,57900,8,512,15.6,Intel
HP 245 G9 (841W7PA) Laptop (AMD Dua...,28990,8,512,14.0,AMD
Microsoft Surface Go 3 (XK1-00045) ...,72990,8,256,12.4,Intel
Lenovo Ideapad 1 15AMN7 (82VG00EQIN...,24990,8,512,15.6,AMD
HP Pavilion 15-eg3036TU (7S4P3PA) L...,98000,16,0,15.6,Intel
Acer TravelMate P2 TMP214-53 (UN.VT...,39990,16,512,14.0,Intel
Apple MacBook Pro M3 MTL83HN/A Ultr...,169900,8,0,14.0,Apple
Apple MacBook Pro M3 MR7J3HN/A Ultr...,169900,8,512,14.2,Apple
Apple MacBook Pro M3 Pro MRX33HN/A ...,199900,18,512,14.0,Apple
Apple MacBook Pro M3 MTL73HN/A Ultr...,289900,8,512,14.0,Apple
Apple MacBook Pro M3 Pro MRX43HN/A ...,224990,18,0,14.0,Apple
Apple MacBook Pro M3 Pro MRW13HN/A ...,364990,18,512,16.2,Apple
Apple MacBook Pro M3 Pro MRX73HN/A ...,289900,18,0,14.2,Apple
Apple MacBook Pro M3 Pro MRW23HN/A ...,289900,36,512,16.2,Apple
Apple MacBook Pro M3 Pro MRX63HN/A ...,189900,18,512,14.2,Apple
HP Victus 15-fa1145TX (918A8PA) Lap...,68990,16,0,15.6,Intel
Lenovo Yoga Slim 6i 14IAP8 (82WU009...,71990,16,512,14.0,Intel
Lenovo LOQ (82XT004KIN) Laptop (AMD...,98820,16,512,15.6,AMD
HP 15s-fq2510TU (943V8PA) Laptop (C...,52950,16,512,15.6,Intel
Lenovo Ideapad Gaming 3 (82K2028QIN...,57500,8,512,15.6,AMD
Dell Inspiron 15 3520 (IN3520P9K460...,37990,8,512,15.6,Intel
Lenovo Ideapad Gaming 3 (82SB00QJIN...,56900,16,512,15.6,AMD
Asus Chromebook Flip 14 CX1400FKA-E...,23990,8,0,14.0,Intel
Infinix INBook Y1 Plus XL28 Laptop ...,59990,8,512,15.6,Intel
Gigabyte G5 MF-E2IN313SH Laptop (Co...,143700,8,512,15.6,Intel
Lenovo V15 G4 (82YUA017IN) Laptop (...,25990,8,512,15.6,AMD
Dell Inspiron 15 3530 (IN3530RMD8W0...,59990,16,0,15.6,Intel
HP Omen 16-XD0007ax (90L48PA) Lapto...,99990,16,0,16.1,AMD
Microsoft Surface Go 3 (XKQ-00046) ...,76999,16,256,12.4,Intel
Acer Aspire Lite AL15-52 (UN.431SI....,42990,16,512,15.6,Intel
Lenovo IdeaPad Gaming 3 15ARH7 (82S...,67999,16,512,15.6,AMD
Lenovo IdeaPad Gaming 3 15ARH7 (82S...,76000,16,512,15.6,AMD
Lenovo Ideapad Gaming 3 (82K20289IN...,49990,8,512,15.6,AMD
HP Pavilion 14-ey0789AU (92U77PA) L...,86990,16,0,14.0,AMD
Asus VivoBook 15X OLED M3504YA-LK55...,55990,16,0,15.6,AMD
HP 250 G9 (724X2EA) Laptop (Core i3...,33400,8,256,15.6,Intel
Lenovo ThinkBook 15 (21DJA04NIH) La...,67999,16,512,15.6,Intel
Asus VivoBook 15 X515EA-EJ342WS Lap...,34990,16,512,15.6,Intel
Asus VivoBook Go 14 E410KA-EK013W L...,22990,8,256,14.0,Intel
Zebronics Pro Series Y ZEB-NBC 2S L...,48999,8,512,15.6,Intel
Zebronics Pro Series Y ZEB-NBC 1S L...,23999,8,512,15.6,Intel
Zebronics Pro Series Z ZEB-NBC 4S L...,60999,8,512,15.6,Intel
MSI Katana 15 B13UDXK-1482IN Laptop...,114990,32,0,15.6,Intel
Lenovo Legion Pro 5 16ARX8 (82WM00B...,230890,16,0,16.0,AMD
Asus Chromebook 14 CX1400CKA-EK0266...,23005,8,0,14.0,Intel
HP 250 G9 (7M657PA) Laptop (Core i3...,34650,8,512,15.6,Intel
Asus VivoBook Pro 15 OLED M3500QC-L...,69665,16,0,15.6,AMD
HP Pavilion x360 14-ek1009TU (7N759...,77450,16,0,14.0,Intel
Acer Nitro 5 AN515-47 (UN.QL3SI.006...,79990,16,512,15.6,AMD
HP 15s-eq1580AU (834S2PA) Laptop (A...,32990,8,512,15.6,AMD
Acer TravelMate P2 TMP214-53 (UN.VT...,49890,16,0,14.0,Intel
Lenovo Ideapad Flex 5i 14IRU8 (82Y0...,79990,16,512,14.0,Intel
MSI Bravo 15 B7ED-012IN Laptop (AMD...,67990,8,512,15.6,AMD
Asus VivoBook S14 S3402ZA-LY542WS L...,66990,16,512,14.0,Intel
MSI GF63 Thin 12UC-846IN Laptop (Co...,76990,16,512,15.6,Intel
MSI Bravo 15 B7ED-011IN Laptop (AMD...,75990,16,512,15.6,AMD
Lenovo Ideapad Slim 3 Chrome 14IAN8...,19989,4,0,14.0,Intel
Lenovo Ideapad Slim 3i (82RK00VWIN)...,32850,8,512,15.6,Intel
Wings Nuvobook V1 Laptop (Core i5 1...,59999,8,512,15.6,Intel
Wings Nuvobook S1 Laptop (Core i3 1...,49999,8,256,15.6,Intel
Wings Nuvobook Pro Laptop (Core i7 ...,39999,16,512,14.0,Intel
Wings Nuvobook S2 Laptop (Core i3 1...,24999,8,512,15.6,Intel
Asus VivoBook Go 15 E1504FA-NJ321WS...,31990,8,512,15.6,AMD
Asus VivoBook 14 X1404VA-NK521WS La...,47990,8,512,14.0,Intel
Asus VivoBook 14 X1404VA-NK322WS La...,36999,8,512,14.0,Intel
HP 255 G9 (724N9EA) Laptop (AMD Dua...,23990,4,256,15.6,AMD
Asus VivoBook 15 M1502QA-EJ741WS La...,51990,16,512,15.6,AMD
Lenovo V15 G3 (82TTA00UIH) Laptop (...,30499,8,512,15.6,Intel
HP Victus 15-fa1134TX (8X059PA) Lap...,90240,16,512,15.6,Intel
Asus VivoBook S14 Flip TN3402QA-LZ7...,64990,16,512,14.0,AMD
Lenovo V15 G3 (82TTA08AIN) Laptop (...,44990,16,512,15.6,Intel
HP Victus 15-fa1132TX (8U6Z8PA) Lap...,57056,8,512,15.6,Intel
Asus ROG Strix G16 G614JJ-N3088WS L...,108900,16,0,16.0,Intel
Lenovo V15 (82TTA02UIH) Laptop (Cor...,42290,8,512,15.6,Intel
Infinix INBook X2 Slim XL23 Laptop ...,69990,16,0,14.0,Intel
HP 14-em0027AU (7N8C4PA) Laptop (AM...,57005,16,512,14.0,AMD
Lenovo ThinkBook 15 G4 (21DJA0D9IH)...,63990,16,0,15.6,Intel
Asus VivoBook 16 M1605YA-MB542WS La...,45999,16,512,16.0,AMD
HP Pavilion x360 14-ek1021TU (7Z1P9...,98999,16,512,14.0,Intel
Lenovo Yoga 6 13ABR8 (83B2007UIN) L...,87390,16,0,13.3,AMD
Acer Aspire Lite AL15-51 (UN.431SI....,31990,8,512,15.6,Intel
HP 15s-fq5185TU (7Q6Z7PA) Laptop (C...,46601,8,512,15.6,Intel
Dell Inspiron 15 3530 (IN3530NC2R90...,67490,16,512,15.6,Intel
Acer Chromebook CB314-3H (NX.K04SI....,16990,8,0,14.0,Intel
Acer Nitro V ANV15-51 (UN.QN8SI.001...,79900,16,512,15.6,Intel
MSI Bravo 15 B5ED-035IN Laptop (AMD...,72990,16,512,15.6,AMD
HP Victus 15-fb0131AX (87B77PA) Lap...,51990,8,512,15.6,AMD
Zebronics Pro Series Z ZEB-NBC 3S L...,50999,8,512,15.6,Intel
HP 14-em0025AU (7N8C2PA) Laptop (AM...,33999,8,512,14.0,AMD
Lenovo Ideapad Slim 3i (82H803HRIN)...,62990,16,512,15.6,Intel
MSI Katana 15 B12VEK-400IN Laptop (...,110160,16,0,15.6,Intel
Dell Inspiron 15 3520 (IN352092K4N0...,49990,16,512,15.6,Intel
Asus VivoBook 15 X1500EA-EJ311W Lap...,32785,8,256,15.6,Intel
Lenovo ThinkBook 15 (21JF0026MJ) La...,57400,16,512,15.6,AMD
Asus ROG Strix G17 G713RC-HX109WS L...,88990,16,512,17.3,AMD
Asus VivoBook 15 X1502ZA-EJ993WS La...,35990,16,512,15.6,Intel
HP 15s-fq3066TU (7W475PA) Laptop (I...,26999,8,512,15.6,Intel
Acer Swift Go OLED (NX.KPZSI.002) L...,92999,16,512,14.0,Intel
HP Pavilion 15-eg3018TU (87B57PA) L...,68790,16,0,15.6,Intel
Lenovo Ideapad Slim 3 15IAU7 (82RK0...,34999,8,256,15.6,Intel
Dell Inspiron 15 3530 (IN3530XCMNV0...,43990,8,0,15.6,Intel
HP 255 G9 (841W6PA) Laptop (AMD Dua...,26490,8,512,15.6,AMD
HP 250 G9 (7N179PA) Laptop (Core i5...,52699,8,512,15.6,Intel
Asus VivoBook Pro 15 M6500QC-HN751W...,62990,16,0,15.6,AMD
Lenovo Legion Pro 7i 16IRX8H (82WQ0...,275190,32,0,16.0,Intel
Asus VivoBook 16 X1605VA-MB946WS La...,94990,16,512,16.0,Intel
Lenovo V15 ITL G2 (82KB00EUIN) Lapt...,33990,4,0,15.0,Intel
Dell Inspiron 15 3530 (IN3530RW8JY0...,57990,8,0,15.6,Intel
HP 15s-eq2132AU (8H968PA) Laptop (A...,45990,16,512,15.6,AMD
HP Victus 15-fb1001AX (8L083PA) Lap...,54900,8,512,15.6,AMD
HP 255 G8 (7J035AA) Laptop (AMD Hex...,30400,8,256,15.6,AMD
Gigabyte G5 KF-E3IN313SH Laptop (Co...,94990,8,512,15.6,Intel
Asus Chromebook CX1500CKA-EJ0275 La...,32990,8,0,15.6,Intel
Asus Chromebook CX1400FKA-EC0158 La...,21999,4,0,14.0,Intel
Asus Chromebook CX1400CKA-EK0335 La...,18999,4,0,14.0,Intel
Asus VivoBook 15 X1504ZA-NJ542WS La...,45990,16,512,15.6,Intel
Fujitsu CH 4ZR1L82434 Laptop (Core ...,69990,16,512,13.3,Intel
Fujitsu CH 4ZR1L82433 Laptop (Core ...,59990,16,512,13.3,Intel
HP Pavilion 14-dv2153TU (8Y2S3PA) L...,67900,16,0,14.0,Intel
Lenovo Ideapad Gaming 3 (82K2028AIN...,57990,8,512,15.6,AMD
Lenovo Ideapad Gaming 3 15ARH7 (82S...,59990,8,512,15.6,AMD
Lenovo Ideapad Gaming 3 15IHU6 (82K...,49990,8,512,15.6,Intel
Lenovo IdeaPad Slim 5 14IRL8 (82XD0...,69999,16,512,14.0,Intel
Lenovo Yoga Pro 7i (82Y700A3IN) Lap...,114990,16,0,14.5,Intel
Lenovo Ideapad Gaming 3 15ARH7 (82S...,64990,8,512,15.6,AMD
Lenovo Ideapad Gaming 3 (82SB00V4IN...,58990,8,512,15.6,AMD
Lenovo IdeaPad Gaming 3 15ARH7 (82S...,67890,16,512,15.6,AMD
Lenovo Ideapad Gaming 3i 15IHU6 (82...,53990,8,512,15.6,Intel
HP Victus 15-fb1015AX (8R0L0PA) Lap...,68000,8,512,15.6,AMD
Lenovo Yoga Slim 6 14IRH8 (83E00006...,75990,16,512,14.0,Intel
Lenovo Yoga Slim 6 14IRH8 (83E00007...,89990,16,512,14.0,Intel
Lenovo Legion Slim 5 16APH8 (82Y900...,119900,16,0,16.0,AMD
Lenovo Yoga 7 14IRL8 (82YL0099IN) L...,115390,16,0,14.0,Intel
Lenovo Legion Slim 5 16APH8 (82Y900...,153890,16,512,16.0,AMD
Lenovo Legion Pro 5 16IRX8 (82WK00L...,244890,32,0,16.0,Intel
Lenovo ThinkBook 15 G4 (21DJA0Y0IN)...,46999,16,512,15.6,Intel
Lenovo ThinkBook 15 G5 (21JFA00BIN)...,39989,8,512,15.6,AMD
HP Victus 15-fb0147AX (8F503PA) Lap...,48853,8,512,15.6,AMD
Dell Inspiron 14 5430 (IN54308DXWP0...,79990,16,0,14.1,Intel
Fujitsu UH-X 4ZR1L73352 Laptop (Cor...,109990,16,0,13.3,Intel
Acer Travelmate TMP214-41-G3 (UN.VS...,35990,16,512,14.0,AMD
Acer Travelmate TMP214-41-G3 (UN.VS...,34000,8,512,14.0,AMD
Asus TUF Gaming F15 FX506HF-HN075W ...,47890,8,512,15.6,Intel
Asus TUF Gaming F15 FX506HF-HN076W ...,52990,16,512,15.6,Intel
Lenovo Ideapad Slim 3 15ALC6 (82KU0...,45990,16,512,15.6,AMD
Asus TUF Gaming F15 FX507ZC4-HN116W...,72000,16,512,15.6,Intel
Dell Inspiron 15 3520 (IN3520RVTGV0...,31999,8,512,15.6,Intel
MSI GF63 Thin 11UCX-1491IN Laptop (...,66456,16,0,15.6,Intel
Infinix INBook X3 Slim XL422 Laptop...,40999,16,512,14.0,Intel
HP Victus 15-fb0150AX (8F506PA) Lap...,50990,16,512,15.6,AMD
Lenovo Ideapad Slim 5 14IAH8 (83BF0...,58190,16,512,14.0,Intel
Lenovo IdeaPad Flex 5 14IRU8 (82Y00...,74990,16,512,14.0,Intel
MSI GF63 Thin 11UCX-1492IN Laptop (...,56990,16,0,15.6,Intel
Lenovo Ideapad Slim 5 16IAH8 (83BG0...,59990,16,512,16.0,Intel
Lenovo Yoga 7 14ARP8 (82YM0074IN) L...,92190,16,0,14.0,AMD
Lenovo Ideapad Slim 5 (82XE0072IN) ...,62099,16,512,14.0,AMD
HP Pavilion 14-ek1074TU (8C5H5PA) L...,70990,16,512,14.0,Intel
Fujitsu UH-X 4ZR1M37246 Laptop (Cor...,79990,16,512,14.0,Intel
Lenovo Thinkpad P14s Gen3 (21AKS028...,105999,16,512,14.0,Intel
Dell Inspiron 14 5430 (IN5430JNH1P0...,74500,16,0,14.0,Intel
Dell Inspiron 14 5430 (IN5430NH6KJM...,67204,8,0,14.0,Intel
MSI GF63 Thin 11SC-1493IN Laptop (C...,50990,16,512,15.6,Intel
MSI GF63 Thin 11SC-1494IN Laptop (C...,49365,8,512,15.6,Intel
MSI GF63 Thin 12HW-012IN Laptop (Co...,41999,16,512,15.6,Intel
Dell Inspiron 14 5430 (IN5430YXVW9M...,50990,8,512,14.0,Intel
Dell Vostro 3420 (D552339WIN9S) Lap...,55000,8,512,14.0,Intel
MSI GF63 Thin 12VF-663IN Laptop (Co...,88340,16,512,15.6,Intel
MSI GF63 Thin 11UC-1490IN Laptop (C...,57990,16,0,15.6,Intel
MSI GF63 Thin 11UCX-1496IN Laptop (...,46999,16,512,15.6,Intel
Lenovo Ideapad Gaming 3 15ACH6 (82K...,52490,8,512,15.6,AMD
Lenovo V14 Gen 3 (82TSA01KIH) Lapto...,31539,8,512,14.0,Intel
Acer Swift 3 OLED SF314-71 (NX.K9PS...,86999,8,512,14.0,Intel
HP 15s-fr2515TU (8G149PA) Laptop (C...,34100,8,512,15.6,Intel
Dell Inspiron 15 3525 (D560927WIN9S...,39700,8,512,15.6,AMD
MSI GF63 Thin 11UCX-1497IN Laptop (...,45990,8,512,15.6,Intel
MSI Katana 17 B12VFK-673IN Laptop (...,127796,16,0,17.3,Intel
Asus VivoBook Flip 14 OLED UP5401ZA...,100170,16,512,14.0,Intel
MSI GF63 Thin 12VE-664IN Laptop (Co...,90990,16,0,15.6,Intel
Lenovo ThinkBook 15 (21DJA049IH) La...,47990,8,512,15.6,Intel
MSI Pulse 17 B13VFK-667IN Laptop (C...,142991,8,0,17.3,Intel
MSI Pulse 17 B13VGK-652IN Laptop (C...,157999,16,0,17.3,Intel
MSI Katana 17 B12VFK-668IN Laptop (...,106628,8,0,17.3,Intel
MSI Katana 17 B12VGK-672IN Laptop (...,124990,16,0,17.3,Intel
Lenovo LOQ 15IRH8 (82XV00BRIN) Lapt...,124999,16,512,15.6,Intel
Lenovo LOQ 15IRH8 (82XV00F7IN) Lapt...,85990,16,512,15.6,Intel
Lenovo LOQ 15IRH8 (82XV00F5IN) Lapt...,66990,16,512,15.6,Intel
Lenovo LOQ 15APH8 (82XT004JIN) Lapt...,93990,16,512,15.6,AMD
Lenovo LOQ 15IRH8 (82XV00BQIN) Lapt...,96390,16,512,15.6,Intel
Lenovo LOQ 15APH8 (82XT009CIN) Lapt...,97190,16,512,15.6,AMD
Lenovo LOQ 15APH8 (82XT004HIN) Lapt...,75990,16,512,15.6,AMD
Lenovo LOQ 15IRH8 (82XV00F6IN) Lapt...,89999,16,512,15.6,Intel
HP Victus 15-fb1016AX (8R0L2PA) Lap...,75142,8,512,15.6,AMD
Lenovo Ideapad Slim 3 15AMN8 (82XQ0...,42990,16,512,15.6,AMD
Asus TUF Gaming F15 FX506HF-HN024WS...,52500,8,512,15.6,Intel
Asus VivoBook 15 X1504ZA-NJ325WS La...,35990,8,512,15.6,Intel
Infinix INBook X2 Plus XL25 Laptop ...,50999,16,0,15.6,Intel
Asus VivoBook Go 15 E510MA-EJ001W L...,19990,4,256,15.6,Intel
Asus TUF Gaming F15 FX506HE-HN382W ...,88990,16,512,15.6,Intel
Acer Swift 3 SF314-71 (NX.KAWSI.002...,89999,16,512,14.0,Intel
